sorghum	maize1	maize2	ftype
KXG32082	.	.	non-syntenic
OQU86494	Zm00001d040100	.	maize1-retained
EES00428	Zm00001d040100	.	maize1-retained
KXG32085	.	.	non-syntenic
EES00430	Zm00001d040107	Zm00001d008455	both-retained
EES00431	Zm00001d040108	.	maize1-retained
EES00432	Zm00001d040109	Zm00001d008454	both-retained
EES02611	Zm00001d040110	Zm00001d008453	both-retained
OQU86495	.	.	non-syntenic
EES02612	Zm00001d040111	Zm00001d008452	both-retained
EES02613	Zm00001d040112	Zm00001d008451	both-retained
OQU86496	.	.	non-syntenic
EES00433	.	Zm00001d008449	maize2-retained
EES02614	Zm00001d040113	Zm00001d008446	both-retained
EES00434	Zm00001d040116	.	maize1-retained
EES00435	.	Zm00001d008444	maize2-retained
EES02615	.	Zm00001d008443	maize2-retained
OQU86498	.	.	non-syntenic
KXG32088	.	.	non-syntenic
EES02617	Zm00001d040142	Zm00001d008439	both-retained
EES00436	.	Zm00001d008440	maize2-retained
KXG32089	.	.	non-syntenic
KXG32090	.	.	non-syntenic
OQU86499	.	.	non-syntenic
KXG32092	.	.	non-syntenic
KXG32093	.	.	non-syntenic
KXG32095	.	Zm00001d008435	maize2-retained
KXG32094	.	.	non-syntenic
KXG32096	Zm00001d040130	.	maize1-retained
KXG32098	.	.	non-syntenic
KXG32099	Zm00001d040130	.	maize1-retained
KXG32100	Zm00001d040130	.	maize1-retained
EES00444	Zm00001d040129	.	maize1-retained
KXG32101	Zm00001d040127	Zm00001d008433	both-retained
KXG32103	.	Zm00001d008432	maize2-retained
KXG32105	Zm00001d040126	.	maize1-retained
EES00442	Zm00001d040125	.	maize1-retained
EES02626	.	.	non-syntenic
EES00446	Zm00001d040123	Zm00001d008431	both-retained
OQU86505	Zm00001d040124	Zm00001d008430	both-retained
EES00449	Zm00001d040123	Zm00001d008429	both-retained
KXG32106	.	Zm00001d008412	maize2-retained
KXG32107	.	.	non-syntenic
KXG32108	.	Zm00001d008412	maize2-retained
OQU86508	Zm00001d040144	Zm00001d008417	both-retained
EES02630	Zm00001d040147	.	maize1-retained
OQU86510	Zm00001d040147	.	maize1-retained
EES02633	Zm00001d040148	.	maize1-retained
KXG32111	Zm00001d040152	.	maize1-retained
KXG32112	Zm00001d040154	.	maize1-retained
EES02632	Zm00001d040155	Zm00001d008422	both-retained
EES02636	Zm00001d040157	Zm00001d008424	both-retained
OQU86527	.	Zm00001d008425	maize2-retained
EES02638	Zm00001d040158	.	maize1-retained
KXG32117	.	.	non-syntenic
EES00452	Zm00001d040160	Zm00001d008433	both-retained
KXG32118	.	.	non-syntenic
KXG32119	Zm00001d040161	.	maize1-retained
KXG32120	Zm00001d040163	Zm00001d008427	both-retained
EES02639	Zm00001d040164	Zm00001d008428	both-retained
OQU86536	Zm00001d040166	.	maize1-retained
EES02643	.	Zm00001d008411	maize2-retained
EES02644	Zm00001d040169	Zm00001d008409	both-retained
KXG32127	Zm00001d040171	Zm00001d008408	both-retained
EES00454	Zm00001d040173	.	maize1-retained
KXG32128	Zm00001d040173	.	maize1-retained
EES00458	Zm00001d040173	.	maize1-retained
OQU86545	Zm00001d040178	Zm00001d008407	both-retained
OQU86546	.	.	non-syntenic
OQU86548	.	.	non-syntenic
KXG32133	Zm00001d040183	Zm00001d008406	both-retained
OQU86549	Zm00001d040185	Zm00001d008405	both-retained
KXG32134	Zm00001d040186	Zm00001d008404	both-retained
KXG32135	.	.	non-syntenic
EES00462	Zm00001d040188	.	maize1-retained
EES02651	Zm00001d040189	Zm00001d008403	both-retained
OQU86550	Zm00001d040190	.	maize1-retained
KXG32136	Zm00001d040189	Zm00001d008399	both-retained
KXG32137	Zm00001d040191	.	maize1-retained
EES00463	Zm00001d040192	.	maize1-retained
KXG32139	.	Zm00001d008398	maize2-retained
OQU86555	Zm00001d040193	.	maize1-retained
EES00464	Zm00001d040196	Zm00001d008395	both-retained
KXG32141	Zm00001d040196	Zm00001d008395	both-retained
EES02656	.	Zm00001d008397	maize2-retained
KXG32142	Zm00001d040196	Zm00001d008395	both-retained
OQU86562	Zm00001d040196	Zm00001d008395	both-retained
EES02657	Zm00001d040197	Zm00001d008396	both-retained
KXG32147	Zm00001d040192	.	maize1-retained
EES00465	Zm00001d040201	.	maize1-retained
EES00468	Zm00001d040202	.	maize1-retained
EES00466	.	.	non-syntenic
EES00469	Zm00001d040196	Zm00001d008395	both-retained
EES02658	Zm00001d040203	.	maize1-retained
EES00470	Zm00001d040196	Zm00001d008395	both-retained
EES02659	Zm00001d040204	.	maize1-retained
EES02660	.	Zm00001d008394	maize2-retained
KXG32148	Zm00001d040205	.	maize1-retained
EES00472	Zm00001d040210	.	maize1-retained
OQU86568	.	.	non-syntenic
EES00473	Zm00001d040211	.	maize1-retained
EES00474	Zm00001d040212	.	maize1-retained
OQU86572	Zm00001d040213	Zm00001d008393	both-retained
OQU86573	.	.	non-syntenic
OQU86574	Zm00001d040214	.	maize1-retained
EES02664	Zm00001d040215	Zm00001d008392	both-retained
EES02665	Zm00001d040218	Zm00001d008390	both-retained
OQU86587	Zm00001d040220	.	maize1-retained
KXG32153	Zm00001d040221	.	maize1-retained
OQU86588	Zm00001d040222	.	maize1-retained
EES02668	.	Zm00001d008389	maize2-retained
OQU86589	.	.	non-syntenic
EES00471	Zm00001d040223	.	maize1-retained
OQU86590	.	Zm00001d008387	maize2-retained
EES00478	Zm00001d040228	.	maize1-retained
KXG32156	.	.	non-syntenic
EES02669	.	Zm00001d008388	maize2-retained
OQU86591	.	Zm00001d008387	maize2-retained
EES02670	.	Zm00001d008386	maize2-retained
OQU86592	Zm00001d040232	Zm00001d008381	both-retained
OQU86593	Zm00001d040232	Zm00001d008381	both-retained
EES02672	Zm00001d040233	Zm00001d008380	both-retained
KXG32159	Zm00001d040234	.	maize1-retained
EES02674	Zm00001d040235	Zm00001d008379	both-retained
EES02675	.	Zm00001d008377	maize2-retained
OQU86595	.	.	non-syntenic
EES00480	Zm00001d040238	Zm00001d008376	both-retained
KXG32163	Zm00001d040239	.	maize1-retained
KXG32164	Zm00001d040242	.	maize1-retained
OQU86597	Zm00001d040243	Zm00001d008374	both-retained
OQU86598	.	.	non-syntenic
OQU86599	.	.	non-syntenic
OQU86600	Zm00001d040243	Zm00001d008374	both-retained
KXG32168	Zm00001d040244	.	maize1-retained
KXG32170	Zm00001d040245	.	maize1-retained
EES00484	Zm00001d040245	.	maize1-retained
EES00482	.	.	non-syntenic
OQU86601	.	Zm00001d008370	maize2-retained
EES00486	Zm00001d040246	.	maize1-retained
KXG32171	.	.	non-syntenic
KXG32172	Zm00001d040247	.	maize1-retained
EES02682	Zm00001d040248	.	maize1-retained
OQU86606	.	.	non-syntenic
EES02683	Zm00001d040249	.	maize1-retained
KXG32174	.	.	non-syntenic
EES00488	Zm00001d040252	.	maize1-retained
EES00489	Zm00001d040252	.	maize1-retained
OQU86608	Zm00001d040253	.	maize1-retained
KXG32176	.	.	non-syntenic
EES02686	Zm00001d040254	.	maize1-retained
EES00491	Zm00001d040257	Zm00001d008369	both-retained
EES00492	.	.	non-syntenic
KXG32177	.	.	non-syntenic
EES00494	.	.	non-syntenic
KXG32178	.	Zm00001d008363	maize2-retained
OQU86609	Zm00001d040259	.	maize1-retained
EES00497	.	Zm00001d008360	maize2-retained
EES02687	Zm00001d040260	Zm00001d008359	both-retained
EES02688	Zm00001d040281	.	maize1-retained
EES00498	Zm00001d040263	Zm00001d008357	both-retained
EES00499	.	Zm00001d008356	maize2-retained
KXG32180	.	Zm00001d008355	maize2-retained
EES02689	Zm00001d040264	.	maize1-retained
KXG32181	Zm00001d040265	.	maize1-retained
KXG32182	.	.	non-syntenic
KXG32183	Zm00001d040268	.	maize1-retained
EES02691	.	Zm00001d008354	maize2-retained
OQU86611	Zm00001d040269	Zm00001d008347	both-retained
OQU86612	Zm00001d040270	Zm00001d008347	both-retained
OQU86614	.	.	non-syntenic
EES00501	Zm00001d040271	Zm00001d008346	both-retained
EES00502	Zm00001d040271	Zm00001d008346	both-retained
KXG32185	.	.	non-syntenic
KXG32187	Zm00001d040274	Zm00001d008345	both-retained
EES02696	Zm00001d040275	.	maize1-retained
OQU86615	.	.	non-syntenic
OQU86616	.	Zm00001d008343	maize2-retained
KXG32188	Zm00001d040276	.	maize1-retained
OQU86617	.	.	non-syntenic
OQU86618	.	Zm00001d008340	maize2-retained
EES02699	Zm00001d040278	.	maize1-retained
KXG32191	Zm00001d040279	Zm00001d008338	both-retained
EES02700	Zm00001d040281	.	maize1-retained
EES02701	.	Zm00001d008334	maize2-retained
OQU86619	.	.	non-syntenic
KXG32194	Zm00001d040285	.	maize1-retained
EES02704	.	.	non-syntenic
EES00505	.	.	non-syntenic
EES02705	Zm00001d040286	Zm00001d008333	both-retained
EES00506	Zm00001d040290	.	maize1-retained
KXG32196	.	Zm00001d008332	maize2-retained
OQU86620	.	.	non-syntenic
EES00507	Zm00001d040291	Zm00001d008330	both-retained
EES02706	Zm00001d040292	Zm00001d008329	both-retained
EES02707	Zm00001d040293	Zm00001d008327	both-retained
KXG32198	Zm00001d040302	Zm00001d008326	both-retained
EES02709	Zm00001d040294	.	maize1-retained
KXG32200	Zm00001d040305	.	maize1-retained
EES02710	Zm00001d040297	.	maize1-retained
EES02711	Zm00001d040298	Zm00001d008325	both-retained
EES02712	Zm00001d040301	Zm00001d008323	both-retained
OQU86624	Zm00001d040302	Zm00001d008322	both-retained
OQU86625	.	.	non-syntenic
EES00508	Zm00001d040303	.	maize1-retained
KXG32201	Zm00001d040304	.	maize1-retained
EES02715	Zm00001d040305	Zm00001d008321	both-retained
EES02716	Zm00001d040308	Zm00001d008320	both-retained
OQU86627	.	.	non-syntenic
OQU86628	.	.	non-syntenic
EES00509	Zm00001d040309	.	maize1-retained
KXG32203	Zm00001d040310	.	maize1-retained
OQU86630	Zm00001d040310	.	maize1-retained
OQU86632	.	.	non-syntenic
OQU86631	.	.	non-syntenic
KXG32205	.	.	non-syntenic
KXG32206	.	.	non-syntenic
KXG32207	.	.	non-syntenic
EES02721	Zm00001d040311	.	maize1-retained
EES00512	.	Zm00001d008316	maize2-retained
OQU86633	Zm00001d040312	.	maize1-retained
OQU86637	.	.	non-syntenic
OQU86638	Zm00001d040313	.	maize1-retained
EES00513	Zm00001d040314	Zm00001d008314	both-retained
OQU86639	Zm00001d040315	Zm00001d008312	both-retained
OQU86641	Zm00001d040317	Zm00001d008306	both-retained
EES00516	Zm00001d040317	Zm00001d008306	both-retained
OQU86645	.	.	non-syntenic
KXG32209	Zm00001d040318	Zm00001d008308	both-retained
EES00518	.	Zm00001d008310	maize2-retained
OQU86649	.	.	non-syntenic
EES00519	Zm00001d040372	.	maize1-retained
KXG32212	.	.	non-syntenic
KXG32211	.	.	non-syntenic
EES00521	.	Zm00001d008305	maize2-retained
EES00522	.	Zm00001d008305	maize2-retained
KXG32213	Zm00001d040371	.	maize1-retained
KXG32216	Zm00001d040366	.	maize1-retained
EES02729	Zm00001d040364	Zm00001d008300	both-retained
EES00525	Zm00001d040364	Zm00001d008299	both-retained
EES00526	Zm00001d040364	Zm00001d008299	both-retained
EES02730	Zm00001d040363	Zm00001d008298	both-retained
EES00527	.	Zm00001d008306	maize2-retained
EES02731	Zm00001d040362	.	maize1-retained
EES00528	Zm00001d040361	.	maize1-retained
EES00529	.	Zm00001d008297	maize2-retained
OQU86656	.	Zm00001d008296	maize2-retained
EES02732	Zm00001d040360	.	maize1-retained
KXG32217	.	.	non-syntenic
EES00531	Zm00001d040357	.	maize1-retained
EES00532	Zm00001d040356	.	maize1-retained
OQU86657	.	Zm00001d008295	maize2-retained
EES02734	Zm00001d040351	.	maize1-retained
EES02735	Zm00001d040348	.	maize1-retained
EES02736	Zm00001d040344	.	maize1-retained
KXG32222	.	Zm00001d008294	maize2-retained
KXG32223	Zm00001d040343	Zm00001d008293	both-retained
EES00535	Zm00001d040343	Zm00001d008293	both-retained
EES02737	Zm00001d040342	.	maize1-retained
EES00536	.	Zm00001d008289	maize2-retained
OQU86660	.	.	non-syntenic
KXG32226	.	.	non-syntenic
EES00537	.	Zm00001d008288	maize2-retained
EES00538	.	.	non-syntenic
EES00539	.	Zm00001d008288	maize2-retained
KXG32227	.	Zm00001d008288	maize2-retained
OQU86661	.	.	non-syntenic
EES00541	.	.	non-syntenic
KXG32228	.	Zm00001d008287	maize2-retained
EES02739	.	Zm00001d008287	maize2-retained
OQU86665	Zm00001d040341	.	maize1-retained
EES02741	.	.	non-syntenic
KXG32231	.	.	non-syntenic
KXG32230	Zm00001d040340	Zm00001d008285	both-retained
OQU86666	.	.	non-syntenic
EES00543	Zm00001d040334	Zm00001d008284	both-retained
OQU86667	Zm00001d040333	Zm00001d008283	both-retained
OQU86668	Zm00001d040333	Zm00001d008283	both-retained
EES02742	.	Zm00001d008282	maize2-retained
KXG32236	.	.	non-syntenic
KXG32234	.	.	non-syntenic
OQU86672	Zm00001d040331	.	maize1-retained
KXG32237	.	Zm00001d008281	maize2-retained
KXG32238	Zm00001d040324	Zm00001d008279	both-retained
OQU86675	Zm00001d040323	Zm00001d008278	both-retained
EES02745	Zm00001d040422	.	maize1-retained
OQU86676	.	.	non-syntenic
OQU86677	.	.	non-syntenic
OQU86678	.	.	non-syntenic
EES00547	Zm00001d040416	.	maize1-retained
KXG32241	.	Zm00001d008273	maize2-retained
OQU86679	.	.	non-syntenic
EES00551	Zm00001d040411	.	maize1-retained
OQU86680	Zm00001d040409	.	maize1-retained
KXG32244	.	Zm00001d008271	maize2-retained
KXG32246	Zm00001d040408	Zm00001d008269	both-retained
EES00553	.	.	non-syntenic
OQU86681	.	.	non-syntenic
EES02749	.	Zm00001d008268	maize2-retained
EES00549	.	.	non-syntenic
OQU86682	.	.	non-syntenic
OQU86683	Zm00001d040399	Zm00001d008266	both-retained
EES00556	Zm00001d040398	Zm00001d008265	both-retained
EES00557	.	Zm00001d008264	maize2-retained
OQU86684	.	.	non-syntenic
EES02750	Zm00001d040393	.	maize1-retained
EES00558	Zm00001d040392	Zm00001d008262	both-retained
KXG32249	Zm00001d040390	Zm00001d008260	both-retained
EES00559	Zm00001d040389	Zm00001d008259	both-retained
EES00560	Zm00001d040383	.	maize1-retained
EES02752	Zm00001d040382	.	maize1-retained
OQU86685	.	.	non-syntenic
EES02754	.	Zm00001d008258	maize2-retained
EES02755	.	Zm00001d008257	maize2-retained
EES02756	.	Zm00001d008256	maize2-retained
OQU86687	.	.	non-syntenic
EES00561	.	.	non-syntenic
KXG32251	.	.	non-syntenic
OQU86688	.	.	non-syntenic
OQU86690	.	.	non-syntenic
OQU86689	.	.	non-syntenic
OQU86693	.	.	non-syntenic
KXG32253	.	Zm00001d008255	maize2-retained
EES00566	Zm00001d040379	.	maize1-retained
OQU86694	.	.	non-syntenic
EES02758	Zm00001d040423	Zm00001d008251	both-retained
EES02759	Zm00001d040426	Zm00001d008251	both-retained
EES02760	Zm00001d040428	Zm00001d008251	both-retained
EES00570	Zm00001d040429	Zm00001d008249	both-retained
EES00571	.	.	non-syntenic
EES00572	.	Zm00001d008250	maize2-retained
KXG32254	Zm00001d040429	Zm00001d008249	both-retained
KXG32256	.	Zm00001d008248	maize2-retained
KXG32257	.	.	non-syntenic
EES02763	Zm00001d040435	.	maize1-retained
EES00573	Zm00001d040438	Zm00001d008244	both-retained
KXG32258	Zm00001d040440	Zm00001d008242	both-retained
KXG32259	Zm00001d040441	.	maize1-retained
EES00575	.	Zm00001d008241	maize2-retained
EES02762	.	.	non-syntenic
EES00576	.	Zm00001d008241	maize2-retained
EES02765	Zm00001d040442	Zm00001d008239	both-retained
EES02766	.	Zm00001d008238	maize2-retained
OQU86698	.	.	non-syntenic
EES00577	Zm00001d040445	Zm00001d008237	both-retained
EES02767	Zm00001d040446	.	maize1-retained
KXG32260	Zm00001d040448	Zm00001d008236	both-retained
KXG32262	Zm00001d040450	.	maize1-retained
EES00579	Zm00001d040455	.	maize1-retained
EES02769	Zm00001d040456	.	maize1-retained
EES00580	Zm00001d040459	.	maize1-retained
EES00581	.	.	non-syntenic
KXG32265	Zm00001d040461	.	maize1-retained
OQU86703	Zm00001d040468	Zm00001d008227	both-retained
KXG32267	.	.	non-syntenic
EES00585	Zm00001d040468	Zm00001d008227	both-retained
KXG32269	.	Zm00001d008235	maize2-retained
EES02774	Zm00001d040462	Zm00001d008233	both-retained
OQU86708	.	.	non-syntenic
EES02775	Zm00001d040463	Zm00001d008230	both-retained
OQU86709	.	.	non-syntenic
EES00586	Zm00001d040464	Zm00001d008229	both-retained
KXG32271	Zm00001d040465	.	maize1-retained
EES02777	Zm00001d040466	.	maize1-retained
EES02778	Zm00001d040467	Zm00001d008228	both-retained
KXG32272	.	.	non-syntenic
KXG32276	Zm00001d040468	Zm00001d008227	both-retained
OQU86716	Zm00001d040468	Zm00001d008227	both-retained
OQU86718	.	.	non-syntenic
KXG32278	.	Zm00001d008221	maize2-retained
KXG32277	.	.	non-syntenic
EES02787	Zm00001d040468	Zm00001d008227	both-retained
EES00589	.	Zm00001d008226	maize2-retained
KXG32281	.	.	non-syntenic
EES02789	Zm00001d040470	.	maize1-retained
KXG32283	Zm00001d040475	Zm00001d008224	both-retained
EES02790	.	Zm00001d008223	maize2-retained
OQU86721	.	.	non-syntenic
KXG32285	Zm00001d040477	.	maize1-retained
KXG32286	.	Zm00001d008222	maize2-retained
EES02793	.	Zm00001d008221	maize2-retained
KXG32287	.	Zm00001d008219	maize2-retained
KXG32288	.	.	non-syntenic
KXG32292	Zm00001d040503	Zm00001d008218	both-retained
EES02796	Zm00001d040504	.	maize1-retained
OQU86729	.	.	non-syntenic
KXG32293	Zm00001d040468	Zm00001d008227	both-retained
OQU86730	.	.	non-syntenic
OQU86731	Zm00001d040506	.	maize1-retained
KXG32296	.	.	non-syntenic
KXG32297	Zm00001d040509	Zm00001d008216	both-retained
EES02798	Zm00001d040513	.	maize1-retained
EES00597	Zm00001d040515	Zm00001d008215	both-retained
EES00598	.	.	non-syntenic
KXG32299	Zm00001d040518	.	maize1-retained
EES02800	.	Zm00001d008214	maize2-retained
EES02801	.	Zm00001d008214	maize2-retained
KXG32301	.	.	non-syntenic
EES02802	Zm00001d040519	Zm00001d008210	both-retained
OQU86735	.	.	non-syntenic
EES00602	.	Zm00001d008209	maize2-retained
EES02803	Zm00001d040526	Zm00001d008208	both-retained
EES02806	Zm00001d040527	Zm00001d008206	both-retained
OQU86736	.	.	non-syntenic
EES00603	Zm00001d040535	.	maize1-retained
KXG32305	Zm00001d040536	Zm00001d008205	both-retained
EES02807	.	.	non-syntenic
EES00604	Zm00001d040539	Zm00001d008203	both-retained
EES00605	Zm00001d040541	Zm00001d008201	both-retained
EES02808	Zm00001d040542	.	maize1-retained
KXG32309	Zm00001d040544	Zm00001d008200	both-retained
KXG32310	.	.	non-syntenic
EES02809	.	Zm00001d008199	maize2-retained
EES02810	Zm00001d040545	Zm00001d008196	both-retained
OQU86742	.	.	non-syntenic
OQU86743	.	.	non-syntenic
EES02813	.	.	non-syntenic
KXG32313	.	.	non-syntenic
EES00608	.	.	non-syntenic
OQU86744	.	.	non-syntenic
EES02817	Zm00001d040548	Zm00001d008194	both-retained
EES00609	Zm00001d040554	Zm00001d008190	both-retained
KXG32319	.	Zm00001d008189	maize2-retained
OQU86749	Zm00001d040542	.	maize1-retained
KXG32322	.	.	non-syntenic
KXG32326	Zm00001d040555	Zm00001d008187	both-retained
EES00610	Zm00001d040555	Zm00001d008187	both-retained
KXG32323	.	.	non-syntenic
KXG32328	.	.	non-syntenic
KXG32329	.	Zm00001d008179	maize2-retained
EES02821	Zm00001d040562	Zm00001d008178	both-retained
OQU86751	.	.	non-syntenic
OQU86752	.	.	non-syntenic
KXG32331	.	.	non-syntenic
EES00612	Zm00001d040567	Zm00001d008177	both-retained
KXG32332	Zm00001d040568	.	maize1-retained
EES00613	Zm00001d040570	.	maize1-retained
OQU86753	.	Zm00001d008177	maize2-retained
KXG32335	Zm00001d040571	Zm00001d008176	both-retained
EES02825	.	Zm00001d008175	maize2-retained
EES02826	.	Zm00001d008174	maize2-retained
KXG32338	Zm00001d040578	Zm00001d008173	both-retained
EES02828	Zm00001d040579	Zm00001d008173	both-retained
OQU86755	.	.	non-syntenic
KXG32339	.	.	non-syntenic
OQU86756	.	.	non-syntenic
EES02829	Zm00001d040581	Zm00001d008173	both-retained
EES00616	Zm00001d040581	Zm00001d008173	both-retained
EES02830	.	.	non-syntenic
EES02831	.	.	non-syntenic
EES02832	.	Zm00001d008171	maize2-retained
OQU86761	.	.	non-syntenic
OQU86762	Zm00001d040583	.	maize1-retained
OQU86764	.	.	non-syntenic
KXG32343	.	.	non-syntenic
KXG32345	.	Zm00001d009055	maize2-retained
OQU86765	.	.	non-syntenic
OQU86766	.	.	non-syntenic
EES00619	Zm00001d040588	.	maize1-retained
EES00620	Zm00001d040589	Zm00001d009057	both-retained
OQU86767	.	.	non-syntenic
OQU86768	.	Zm00001d009060	maize2-retained
EES00623	Zm00001d040593	Zm00001d009063	both-retained
EES00624	Zm00001d040594	Zm00001d009066	both-retained
KXG32352	.	.	non-syntenic
OQU86769	.	.	non-syntenic
EES00626	Zm00001d040596	Zm00001d009132	both-retained
KXG32356	Zm00001d040597	.	maize1-retained
EES00625	.	.	non-syntenic
EES02838	Zm00001d040597	.	maize1-retained
EES02842	Zm00001d040597	.	maize1-retained
KXG32357	.	Zm00001d009131	maize2-retained
KXG32361	.	Zm00001d009130	maize2-retained
OQU86773	Zm00001d040600	.	maize1-retained
KXG32362	Zm00001d040600	.	maize1-retained
KXG32363	.	Zm00001d009128	maize2-retained
KXG32364	Zm00001d040603	Zm00001d009127	both-retained
EES00628	.	Zm00001d009125	maize2-retained
EES00630	Zm00001d040606	Zm00001d009123	both-retained
EES02848	.	Zm00001d009122	maize2-retained
KXG32366	.	.	non-syntenic
EES00633	Zm00001d040611	.	maize1-retained
EES00635	Zm00001d040612	.	maize1-retained
OQU86777	Zm00001d040611	.	maize1-retained
KXG32368	Zm00001d040613	.	maize1-retained
KXG32370	Zm00001d040614	Zm00001d009121	both-retained
EES00637	.	Zm00001d009118	maize2-retained
EES00638	Zm00001d040619	Zm00001d009116	both-retained
EES00640	.	Zm00001d009112	maize2-retained
OQU86780	.	.	non-syntenic
KXG32371	.	.	non-syntenic
OQU86781	.	.	non-syntenic
OQU86782	Zm00001d040621	Zm00001d009088	both-retained
KXG32373	Zm00001d040622	.	maize1-retained
OQU86783	.	.	non-syntenic
KXG32374	Zm00001d040623	.	maize1-retained
KXG32375	Zm00001d040624	Zm00001d009087	both-retained
OQU86784	.	.	non-syntenic
KXG32377	.	.	non-syntenic
KXG32378	Zm00001d040625	.	maize1-retained
EES02854	Zm00001d040627	.	maize1-retained
EES02857	Zm00001d040629	.	maize1-retained
OQU86785	.	Zm00001d009084	maize2-retained
EES02858	.	Zm00001d009084	maize2-retained
OQU86786	Zm00001d040630	.	maize1-retained
EES02859	Zm00001d040634	Zm00001d009083	both-retained
